invoice;custID;prodID;salesDate;amt;qty;discounted
3258;12;23;10/09/2009;39194,4;168;0
3259;12;56;10/09/2006;8070,8;40;0
3259;12;58;10/09/2006;24789,76;107;0
3259;12;76;10/09/2006;12364,78;41;0
3260;12;24;10/09/2007;50958;171;0
3261;12;18;30/12/2007;50186,4;110;0
3262;23;52;18/09/2006;105208,74;182;0
3262;23;73;18/09/2006;21518,64;72;0
3263;23;53;18/09/2007;13338,64;28;0
3264;8;49;05/05/2008;32929,5;58;0
3265;18;67;15/04/2009;23585,84;118;0
3266;26;42;21/09/2005;46452,61;83;0
3266;26;11;21/09/2005;4960,2;14;0
3267;26;104;21/09/2007;24599,85;85;0
3267;26;26;21/09/2007;40963,95;145;0
3268;26;19;21/09/2009;20909,28;168;0
3269;26;25;21/09/2008;14747,67;51;0
3270;23;41;26/03/2005;27782,16;161;0
3270;23;54;26/03/2005;14023,59;43;0
3271;32;86;28/07/2010;49645,46;122;0
3272;23;13;26/03/2008;51574,8;120;0
3273;29;13;03/04/2008;26646,98;62;0
3273;29;67;03/04/2008;24585,24;123;0
3273;29;50;03/04/2008;40901,64;78;0
3274;30;84;21/11/2006;43383,6;195;0
3274;30;13;21/11/2006;24068,24;56;0
3274;30;99;21/11/2006;70403,55;133;0
3274;30;96;21/11/2006;17997,84;168;0
3274;30;59;21/11/2006;55681,25;151;0
3275;20;99;27/03/2009;23291,4;44;0
3275;20;101;27/03/2009;34032,38;118;0
3276;20;10;27/03/2007;107470,08;192;0
3277;20;7;27/03/2006;34470,07;79;0
3277;20;27;27/03/2006;7754,91;23;0
3277;20;62;27/03/2006;87769,82;173;0
3277;20;40;27/03/2006;8630,53;43;0
3278;30;100;21/11/2009;57617,56;154;0
3278;30;8;21/11/2009;37981,45;65;0
3278;30;30;21/11/2009;8216,28;29;0
3279;30;42;21/11/2008;88987,53;159;0
3280;29;58;03/04/2007;31508,48;136;0
3280;29;34;03/04/2007;5107,2;15;0
3281;29;76;03/04/2006;13571,1;45;0
3282;29;61;03/04/2005;51982,84;182;0
3282;29;84;03/04/2005;17575,92;79;0
3283;21;93;23/05/2006;16082,24;32;0
3284;21;15;23/05/2007;4288,68;27;0
3285;9;83;06/02/2008;46780,8;96;0
3285;9;6;06/02/2008;35422,56;102;0
3286;40;22;13/04/2009;73780,11;151;0
3286;40;91;13/04/2009;15756,8;32;0
3287;30;71;18/07/2008;60810,58;191;0
3287;30;31;18/07/2008;35157,66;86;0
3287;30;24;18/07/2008;55428;186;0
3288;40;97;13/04/2007;70838,16;123;0
3288;40;16;13/04/2007;41486,4;90;0
3289;40;20;13/04/2006;16954,98;73;0
3290;21;18;23/05/2008;34218;75;0
3291;21;84;23/05/2009;9344,16;42;0
3291;21;104;23/05/2009;30966,87;107;0
3291;21;54;23/05/2009;58377,27;179;0
3292;31;72;13/09/2010;14706,28;109;0
3293;6;32;22/02/2009;20098,33;49;0
3293;6;63;22/02/2009;18093,53;91;0
3293;6;71;22/02/2009;17192,52;54;0
3294;2;27;03/11/2005;17532,84;52;0
3295;30;19;07/07/2010;14188,44;114;0
3295;30;44;07/07/2010;31842,72;162;0
3296;24;58;07/10/2006;3243,52;14;0
3296;24;90;07/10/2006;14677,6;35;0
3296;24;62;07/10/2006;86247,8;170;0
3297;14;49;24/04/2010;85162,5;150;0
3298;14;2;15/09/2009;98897,32;194;0
3298;14;80;15/09/2009;75449,74;158;0
3299;35;42;01/12/2006;44213,93;79;0
3300;35;87;01/12/2005;59305,68;123;0
3301;18;92;07/08/2010;28663,8;172;0
3302;6;61;22/02/2005;40843,66;143;0
3303;36;46;23/03/2010;99031,59;191;0
3304;14;51;15/09/2005;57252,75;115;0
3304;14;45;15/09/2005;21781,76;44;0
3305;12;16;24/02/2010;63612,48;138;0
3306;14;68;15/09/2007;80436,51;189;0
3307;35;56;01/12/2008;28046,03;139;0
3308;6;99;22/02/2007;53993,7;102;0
3309;10;98;28/06/2010;15941,8;118;0
3309;10;12;28/06/2010;28810,95;105;0
3309;10;21;28/06/2010;70743,75;125;0
3309;10;14;28/06/2010;39984,42;93;0
3310;28;49;19/10/2008;35768,25;63;0
3311;28;56;19/10/2009;14729,21;73;0
3311;28;76;19/10/2009;43729,1;145;0
3312;28;68;29/08/2006;67243,22;158;0
3312;28;22;29/08/2006;79154,82;162;0
3313;28;9;29/08/2007;57338,64;194;0
3314;7;46;09/04/2008;96439,14;186;0
3314;7;74;09/04/2008;49130,64;181;0
3314;7;102;09/04/2008;54706,32;172;0
3314;7;8;09/04/2008;54927,02;94;0
3315;27;32;14/03/2005;9023,74;22;0
3316;7;83;09/04/2006;42395,1;87;0
3316;7;74;09/04/2006;10857,6;40;0
3317;28;42;29/08/2008;88987,53;159;0
3318;28;6;29/08/2009;55564,8;160;0
3319;28;39;19/10/2006;19269,12;64;0
3320;28;89;19/10/2007;8050,7;62;0
3321;11;75;10/11/2007;2320,48;16;0
3322;29;14;28/11/2005;59331,72;138;0
3322;29;17;28/11/2005;6056,61;21;0
3323;29;102;28/11/2006;58841,1;185;0
3324;27;56;14/03/2007;34300,9;170;0
3324;27;101;14/03/2007;19900,29;69;0
3325;27;8;05/03/2010;84143,52;144;0
3326;9;28;07/02/2008;100139,43;183;0
3327;25;84;27/09/2008;4449,6;20;0
3328;31;4;11/08/2008;40898,33;163;0
3328;31;13;11/08/2008;17621,39;41;0
3329;25;63;27/09/2006;5964,9;30;0
3330;25;48;27/09/2005;13006,98;37;0
3330;25;8;27/09/2005;21620,21;37;0
3330;25;68;27/09/2005;34047,2;80;0
3330;25;66;27/09/2005;15673,6;79;0
3331;35;18;04/10/2007;46080,24;101;0
3331;35;19;04/10/2007;11574,78;93;0
3331;35;92;04/10/2007;28497,15;171;0
3332;14;1;03/04/2007;31179,33;189;0
3332;14;28;03/04/2007;60740,31;111;0
3332;14;66;03/04/2007;20236,8;102;0
3333;14;91;03/04/2006;43823,6;89;0
3334;14;35;03/04/2005;36757,5;65;0
3335;14;41;26/07/2006;23813,28;138;0
3336;14;70;26/07/2009;82981,96;142;0
3336;14;89;26/07/2009;22464,05;173;0
3337;14;18;03/04/2009;91248;200;0
3338;35;49;04/10/2009;72672;128;0
3338;35;69;04/10/2009;52743,6;120;0
3339;34;61;07/12/2009;19707,78;69;0
3340;29;73;28/08/2007;58279,65;195;0
3340;29;46;28/08/2007;16073,19;31;0
3341;29;101;28/08/2005;6345,02;22;0
3342;29;59;28/08/2009;73750;200;0
3342;29;88;28/08/2009;45132,75;195;0
3342;29;20;28/08/2009;46452;200;0
3343;14;7;13/11/2007;42324,01;97;0
3343;14;34;13/11/2007;59924,48;176;0
3344;36;85;08/01/2009;14210,64;86;0
3345;36;42;08/01/2008;22386,8;40;0
3346;26;16;03/07/2007;22587,04;49;0
3346;26;20;03/07/2007;22761,48;98;0
3346;26;64;03/07/2007;23937,85;41;0
3346;26;83;03/07/2007;61887,1;127;0
3347;26;51;03/07/2006;12446,25;25;0
3348;26;74;03/07/2005;6514,56;24;0
3348;26;68;03/07/2005;50219,62;118;0
3349;26;99;03/07/2008;17997,9;34;0
3349;26;93;03/07/2008;35179,9;70;0
3350;36;83;08/01/2006;20466,6;42;0
3351;36;14;08/01/2005;18487,42;43;0
3351;36;78;08/01/2005;62657,82;197;0
3352;5;85;22/05/2009;27925,56;169;0
3352;5;52;22/05/2009;105786,81;183;0
3352;5;102;22/05/2009;45482,58;143;0
3353;5;78;06/02/2007;21946,14;69;0
3354;5;13;06/02/2006;11174,54;26;0
3355;10;99;23/04/2007;79931,85;151;0
3356;22;53;16/12/2006;56212,84;118;0
3356;22;23;16/12/2006;26829,5;115;0
3357;22;67;16/12/2009;9194,48;46;0
3358;5;26;06/02/2009;39551,4;140;0
3359;5;5;06/02/2008;34911,09;123;0
3360;10;15;04/03/2008;30338,44;191;0
3360;10;55;04/03/2008;6543,72;12;0
3361;24;60;29/10/2006;87599,6;172;0
3361;24;30;29/10/2006;18699,12;66;0
3361;24;40;29/10/2006;21676,68;108;0
3362;24;74;29/10/2009;54288;200;0
3363;27;16;06/01/2007;31345,28;68;0
3363;27;48;06/01/2007;54137,16;154;0
3364;27;50;06/01/2006;62925,6;120;0
3364;27;14;06/01/2006;67930,52;158;0
3365;10;87;04/03/2007;22661,52;47;0
3366;8;105;10/08/2006;4457,44;16;0
3366;8;30;10/08/2006;18415,8;65;0
3367;10;75;23/04/2006;19434,02;134;0
3368;19;61;06/03/2009;19136,54;67;0
3369;18;64;04/04/2010;108012,25;185;0
3369;18;28;04/04/2010;85911,97;157;0
3370;11;41;30/01/2009;23640,72;137;0
3370;11;43;30/01/2009;6930;14;0
3370;11;36;30/01/2009;29987,1;65;0
3371;11;40;30/01/2008;20673,13;103;0
3371;11;65;30/01/2008;6621,45;55;0
3371;11;26;30/01/2008;22883,31;81;0
3372;17;71;07/09/2005;51577,56;162;0
3373;11;36;30/01/2005;85809,24;186;0
3374;16;46;29/06/2010;9851,31;19;0
3375;31;17;03/09/2010;49029,7;170;0
3375;31;86;03/09/2010;78944,42;194;0
3376;11;10;30/01/2006;92916,84;166;0
3377;7;34;19/12/2009;21450,24;63;0
3378;12;54;29/01/2006;10762,29;33;0
3379;12;84;29/01/2007;7786,8;35;0
3380;12;19;29/01/2005;18793,46;151;0
3381;25;22;30/07/2009;29961,39;73;1
3381;25;24;30/07/2009;22161,83;83;1
3381;25;81;30/07/2009;17914,6;170;1
3382;12;101;29/01/2008;25380,08;88;0
3383;10;20;27/10/2007;24387,3;105;0
3384;31;81;06/11/2005;5752,33;47;0
3384;31;82;06/11/2005;19751,04;192;0
3385;31;66;06/11/2007;26585,6;134;0
3386;31;24;06/11/2006;10132;34;0
3387;22;63;26/03/2008;17695,87;89;0
3387;22;97;26/03/2008;20733,12;36;0
3388;31;51;06/11/2008;38334,45;77;0
3388;31;101;06/11/2008;21919,16;76;0
3388;31;14;06/11/2008;17627,54;41;0
3388;31;90;06/11/2008;25161,6;60;0
3389;15;10;12/01/2010;26307,78;47;0
3389;15;89;12/01/2010;25320,75;195;0
3389;15;14;12/01/2010;70940,1;165;0
3389;15;59;12/01/2010;33187,5;90;0
3390;4;46;03/03/2005;89180,28;172;0
3390;4;42;03/03/2005;27423,83;49;0
3391;36;17;08/05/2006;49606,52;172;0
3391;36;88;08/05/2006;31708,65;137;0
3391;36;44;08/05/2006;36953,28;188;0
3392;35;102;24/05/2006;22582,26;71;0
3392;35;93;24/05/2006;80411,2;160;0
3393;8;91;14/02/2009;61550;125;0
3393;8;19;14/02/2009;10579,1;85;0
3393;8;48;14/02/2009;58707,18;167;0
3394;8;77;14/02/2008;76704,32;154;0
3395;39;59;16/03/2008;15118,75;41;0
3395;39;96;16/03/2008;21426;200;0
3396;8;103;14/02/2005;41939;85;0
3397;8;44;14/02/2007;28697,76;146;0
3398;9;75;23/06/2010;16533,42;114;0
3399;18;27;08/02/2009;22927,56;68;0
3400;35;57;24/05/2009;30162,5;125;0
3400;35;24;24/05/2009;36058;121;0
3401;36;50;08/05/2009;62401,22;119;0
3402;40;58;09/02/2008;31508,48;136;0
3403;30;103;02/07/2005;16282,2;33;0
3403;30;92;02/07/2005;28830,45;173;0
3404;25;103;30/12/2007;11348,2;23;0
3404;25;14;30/12/2007;64491;150;0
3405;30;83;02/07/2007;47755,4;98;0
3405;30;42;02/07/2007;58765,35;105;0
3406;30;89;02/07/2006;2986,55;23;0
3406;30;16;02/07/2006;38259,68;83;0
3407;30;91;02/07/2008;36437,6;74;0
3408;25;66;30/12/2008;27776;140;0
3409;40;1;27/05/2010;27714,96;168;0
3409;40;50;27/05/2010;19402,06;37;0
3410;8;52;28/06/2009;106364,88;184;0
3410;8;95;28/06/2009;56605,12;104;0
3411;4;49;10/05/2006;92543,25;163;0
3412;8;69;28/06/2006;67248,09;153;0
3413;8;62;28/06/2007;68998,24;136;0
3414;34;81;08/05/2010;16645,04;136;0
3415;23;28;14/08/2009;51984,95;95;0
3416;23;80;14/08/2008;22921,44;48;0
3416;23;98;14/08/2008;8916,6;66;0
3417;3;70;10/05/2010;11103,22;19;0
3418;10;85;26/09/2007;19663,56;119;0
3419;23;53;14/08/2007;80508,22;169;0
3420;33;40;25/12/2007;36328,51;181;0
3420;33;31;25/12/2007;35566,47;87;0
3421;3;50;07/09/2010;48242,96;92;0
3421;3;44;07/09/2010;27518,4;140;0
3422;33;58;25/12/2005;31508,48;136;0
3423;7;63;04/10/2005;19883;100;0
3424;35;70;09/07/2007;91747,66;157;0
3425;38;45;06/02/2008;23266,88;47;0
3425;38;9;06/02/2008;44334;150;0
3425;38;78;06/02/2008;18129,42;57;0
3426;37;69;31/07/2006;81313,05;185;0
3426;37;102;31/07/2006;42938,1;135;0
3427;4;35;03/03/2008;32233,5;57;0
3428;38;88;06/02/2007;28468,35;123;0
3428;38;43;06/02/2007;83160;168;0
3428;38;8;06/02/2007;50836,71;87;0
3429;8;92;02/08/2008;24497,55;147;0
3429;8;82;02/08/2008;12241,53;119;0
3430;10;42;26/09/2008;95703,57;171;0
3431;17;84;26/09/2010;4894,56;22;0
3431;17;81;26/09/2010;23743,66;194;0
3431;17;27;26/09/2010;43157,76;128;0
3432;36;67;24/09/2010;12592,44;63;0
3432;36;33;24/09/2010;27699;70;0
3433;16;43;16/01/2010;97020;196;0
3434;4;77;20/02/2005;26896,32;54;0
3434;4;39;20/02/2005;13849,68;46;0
3435;4;54;20/02/2006;12066,81;37;0
3436;8;36;02/08/2005;63664,92;138;0
3436;8;101;02/08/2005;13555,27;47;0
3437;29;93;18/07/2006;12564,25;25;0
3437;29;94;18/07/2006;42498;75;0
3437;29;88;18/07/2006;26153,85;113;0
3438;2;54;25/06/2006;56420,49;173;0
3438;2;1;25/06/2006;10558,08;64;0
3438;2;12;25/06/2006;34847,53;127;0
3438;2;33;25/06/2006;41548,5;105;0
3438;2;94;25/06/2006;40231,44;71;0
3439;2;88;25/06/2005;15507,15;67;0
3440;29;70;18/07/2005;37400,32;64;0
3440;29;52;18/07/2005;57228,93;99;0
3441;24;9;29/09/2009;30147,12;102;0
3442;24;90;29/09/2006;49903,84;119;0
3442;24;86;29/09/2006;13021,76;32;0
3443;24;96;29/09/2005;13498,38;126;0
3443;24;21;29/09/2005;23203,95;41;0
3444;12;22;28/10/2005;62542,08;128;0
3444;12;86;28/10/2005;39065,28;96;0
3444;12;96;28/10/2005;20140,44;188;0
3445;2;5;25/06/2009;28950,66;102;0
3445;2;77;25/06/2009;5478,88;11;0
3446;12;55;28/10/2006;105244,83;193;0
3446;12;64;28/10/2006;15763,95;27;0
3447;30;34;20/07/2009;37452,8;110;0
3447;30;5;20/07/2009;14475,33;51;0
3448;27;61;09/06/2006;53982,18;189;0
3448;27;99;09/06/2006;32290,35;61;0
3449;35;55;08/08/2007;67073,13;123;0
3449;35;12;08/08/2007;15914,62;58;0
3450;39;72;01/09/2009;22531,64;167;0
3450;39;12;01/09/2009;51859,71;189;0
3451;39;36;01/09/2008;68278,32;148;0
3451;39;90;01/09/2008;32290,72;77;0
3452;39;49;01/09/2007;15897;28;0
3452;39;81;01/09/2007;9424,03;77;0
3452;39;103;01/09/2007;68582,6;139;0
3453;39;63;01/09/2006;5368,41;27;0
3453;39;40;01/09/2006;2609,23;13;0
3454;39;6;01/09/2005;45493,68;131;0
3454;39;2;01/09/2005;53017,12;104;0
3455;2;44;16/07/2006;33415,2;170;0
3456;8;13;30/06/2009;32234,25;75;0
3456;8;85;30/06/2009;2974,32;18;0
3457;2;74;16/07/2005;48316,32;178;0
3457;2;22;16/07/2005;26384,94;54;0
3458;10;54;07/12/2005;3587,43;11;0
3459;10;75;07/12/2007;5221,08;36;0
3460;10;99;07/12/2008;22232,7;42;0
3460;10;54;07/12/2008;46310,46;142;0
3461;10;18;07/12/2009;8668,56;19;0
3461;10;13;07/12/2009;52004,59;121;0
3461;10;14;07/12/2009;10748,5;25;0
3461;10;97;07/12/2009;29371,92;51;0
3462;25;2;25/06/2006;47409,54;93;0
3463;8;93;30/06/2006;28646,49;57;0
3464;8;101;30/06/2005;44126,73;153;0
3464;8;43;30/06/2005;93555;189;0
3465;31;48;20/11/2008;47457,9;135;0
3466;3;10;06/07/2007;48137,64;86;0
3466;3;27;06/07/2007;51249,84;152;0
3467;12;94;09/06/2010;68563,44;121;0
3468;5;59;19/09/2005;11800;32;0
3469;12;86;19/05/2010;65922,66;162;0
3469;12;98;19/05/2010;12969,6;96;0
3470;23;23;27/10/2005;7698,9;33;0
3471;10;2;04/07/2008;17842,3;35;0
3472;32;104;17/07/2010;19101,06;66;0
3473;18;50;04/08/2010;8390,08;16;0
3474;6;15;08/01/2005;1906,08;12;0
3475;35;17;11/04/2005;57393,59;199;0
3476;6;69;12/05/2010;59336,55;135;0
3477;6;4;10/06/2008;17312,79;69;0
3477;6;36;10/06/2008;86270,58;187;0
3478;6;84;08/01/2007;8899,2;40;0
3478;6;24;08/01/2007;52150;175;0
3479;26;39;24/06/2005;18064,8;60;0
3480;26;9;24/06/2007;26304,84;89;0
3480;26;89;24/06/2007;8570,1;66;0
3481;26;8;24/06/2006;26294,85;45;0
3481;26;13;24/06/2006;21489,5;50;0
3482;17;89;01/11/2008;15452,15;119;0
3482;17;77;01/11/2008;10957,76;22;0
3483;17;80;01/11/2009;31994,51;67;0
3484;17;27;01/11/2006;49901,16;148;0
3485;17;84;01/11/2007;15351,12;69;0
3486;26;102;24/06/2008;57250,8;180;0
3487;12;35;04/01/2010;17530,5;31;0
3487;12;74;04/01/2010;4885,92;18;0
3487;12;52;04/01/2010;99428,04;172;0
3488;34;7;09/05/2009;34906,4;80;0
3488;34;69;09/05/2009;76917,75;175;0
3488;34;17;09/05/2009;23072,8;80;0
3488;34;103;09/05/2009;70556,2;143;0
3489;13;93;24/05/2009;25631,07;51;0
3490;5;48;17/09/2010;59410,26;169;0
3491;13;54;24/05/2005;30656,22;94;0
3491;13;22;24/05/2005;13681,08;28;0
3492;13;65;24/05/2006;6982,62;58;0
3492;13;61;24/05/2006;3141,82;11;0
3493;13;44;24/05/2007;32039,28;163;0
3494;26;83;05/04/2010;7309,5;15;0
3495;7;76;09/03/2010;10555,3;35;0
3495;7;67;09/03/2010;37377,56;187;0
3495;7;28;09/03/2010;82628,71;151;0
3496;31;95;23/09/2007;59870,8;110;0
3497;2;2;22/04/2010;22430,32;44;0
3497;2;42;22/04/2010;55967;100;0
3497;2;87;22/04/2010;40501,44;84;0
3498;10;45;24/01/2010;23761,92;48;0
3499;22;60;25/06/2008;91674;180;0
3499;22;2;25/06/2008;82584,36;162;0
3500;22;50;25/06/2009;71840,06;137;0
3500;22;5;25/06/2009;17029,8;60;0
3501;36;30;16/08/2010;50997,6;180;0
3502;30;100;27/05/2005;31801,9;85;0
3503;30;36;27/05/2006;70585,02;153;0
3503;30;49;27/05/2006;28955,25;51;0
3504;22;105;25/06/2006;8079,11;29;0
3504;22;30;25/06/2006;50430,96;178;0
3504;22;8;25/06/2006;92324,14;158;0
3504;22;6;25/06/2006;34380,72;99;0
3505;22;88;25/06/2007;36800,55;159;0
3505;22;78;25/06/2007;4134,78;13;0
3505;22;81;25/06/2007;4406,04;36;0
3506;12;55;19/01/2010;21267,09;39;0
3506;12;3;19/01/2010;31522,67;127;0
3507;16;52;23/03/2008;34106,13;59;0
3508;23;25;09/02/2009;19085,22;66;0
3509;16;38;23/03/2006;32194,24;142;0
3509;16;44;23/03/2006;18476,64;94;0
3509;16;15;23/03/2006;17948,92;113;0
3510;16;4;23/03/2005;19821,89;79;0
3511;21;43;18/06/2009;28215;57;0
3512;21;34;18/06/2008;26557,44;78;0
3513;27;46;14/08/2010;59107,86;114;0
3514;28;94;03/03/2010;43631,28;77;0
3515;26;74;10/06/2009;43158,96;159;0
3516;37;99;31/08/2007;71991,6;136;0
3517;37;40;31/08/2005;7626,98;38;0
3518;36;40;01/01/2007;38937,74;194;0
3519;9;49;03/05/2007;54504;96;0
3519;9;83;03/05/2007;17542,8;36;0
3520;9;43;03/05/2006;39600;80;0
3521;26;6;10/06/2005;44799,12;129;0
3522;19;3;12/08/2010;18119,33;73;0
3523;9;33;03/05/2009;24137,7;61;0
3523;9;34;03/05/2009;32686,08;96;0
3524;20;75;11/06/2010;18418,81;127;0
3524;20;44;11/06/2010;7469,28;38;0
3524;20;56;11/06/2010;12106,2;60;0
3525;34;48;08/02/2005;38669,4;110;0
3526;34;68;08/02/2007;47666,08;112;0
3526;34;102;08/02/2007;30215,7;95;0
3527;18;58;05/02/2007;32203,52;139;0
3527;18;100;05/02/2007;58365,84;156;0
3528;38;43;11/06/2007;33165;67;0
3529;18;4;05/02/2005;47923,81;191;0
3529;18;93;05/02/2005;35179,9;70;0
3530;38;74;11/06/2005;52116,48;192;0
3530;38;8;11/06/2005;66029,29;113;0
3531;38;71;11/06/2008;37568,84;118;0
3531;38;91;11/06/2008;12310;25;0
3532;18;79;05/02/2008;15037,91;97;0
3533;25;10;19/06/2008;92916,84;166;0
3533;25;97;19/06/2008;57592;100;0
3533;25;37;19/06/2008;18706,24;32;0
3534;35;41;09/06/2007;29335,2;170;0
3534;35;21;09/06/2007;84892,5;150;0
3535;15;59;26/10/2008;6268,75;17;0
3535;15;4;26/10/2008;22330,99;89;0
3536;15;66;26/10/2009;38489,6;194;0
3536;15;31;26/10/2009;37201,71;91;0
3537;17;35;02/08/2010;26013;46;0
3538;35;6;31/01/2007;66677,76;192;0
3538;35;86;31/01/2007;4069,3;10;0
3539;35;49;31/01/2005;83459,25;147;0
3539;35;63;31/01/2005;32806,95;165;0
3540;10;29;08/06/2006;48198,25;95;0
3541;35;30;31/01/2008;49297,68;174;0
3542;15;47;26/10/2007;9342,3;66;0
3542;15;42;26/10/2007;33020,53;59;0
3543;35;19;09/06/2008;23771,86;191;0
3543;35;91;09/06/2008;19696;40;0
3544;23;88;13/09/2006;14118,45;61;0
3545;16;60;14/04/2009;26483,6;52;0
3546;34;105;09/03/2010;43181,45;155;0
3546;34;88;09/03/2010;41661;180;0
3547;5;23;13/04/2005;13064,8;56;0
3548;19;7;10/09/2010;37524,38;86;0
3549;11;39;30/06/2010;12344,28;41;0
3549;11;57;30/06/2010;43434;180;0
3549;11;11;30/06/2010;14172;40;0
3550;5;83;13/04/2009;80891,8;166;0
3551;16;17;14/04/2006;24226,44;84;0
3551;16;55;14/04/2006;29446,74;54;0
3552;28;47;18/04/2010;13022,6;92;0
3552;28;2;18/04/2010;5607,58;11;0
3553;40;34;29/05/2007;5107,2;15;0
3553;40;43;29/05/2007;46035;93;0
3554;9;11;24/12/2009;57396,6;162;0
3554;9;102;24/12/2009;53116,02;167;0
3555;13;94;27/01/2007;60630,48;107;0
3555;13;45;27/01/2007;98017,92;198;0
3556;9;99;24/12/2007;80990,55;153;0
3557;13;67;27/01/2005;4397,36;22;0
3558;9;89;24/12/2005;19607,35;151;0
3558;9;51;24/12/2005;52772,1;106;0
3558;9;75;24/12/2005;1740,36;12;0
3559;13;80;19/04/2005;87865,52;184;0
3560;32;71;03/11/2009;4457,32;14;0
3561;32;79;03/11/2008;12557,43;81;0
3561;32;58;03/11/2008;38227,2;165;0
3561;32;6;03/11/2008;30213,36;87;0
3562;32;77;03/01/2007;39348,32;79;0
3562;32;38;03/01/2007;44210,4;195;0
3562;32;30;03/01/2007;28332;100;0
3562;32;45;03/01/2007;22276,8;45;0
3563;37;87;20/05/2008;15911,28;33;0
3563;37;6;20/05/2008;61815,84;178;0
3564;37;51;20/05/2009;65716,2;132;0
3565;37;101;20/05/2007;28264,18;98;0
3565;37;65;20/05/2007;6019,5;50;0
3566;32;77;03/11/2005;52298,4;105;0
3566;32;17;03/11/2005;33455,56;116;0
3567;37;42;11/12/2008;33020,53;59;0
3568;32;88;03/11/2006;42818,25;185;0
3568;32;46;03/11/2006;85032,36;164;0
3569;19;97;02/04/2005;9790,64;17;0
3570;13;36;07/05/2010;20298,96;44;0
3571;3;42;06/12/2005;90666,54;162;0
3571;3;12;06/12/2005;54054,83;197;0
3571;3;3;06/12/2005;43436,75;175;0
3571;3;32;06/12/2005;69728,9;170;0
3572;3;82;06/12/2006;8743,95;85;0
3572;3;49;06/12/2006;78917,25;139;0
3573;3;77;06/12/2009;75708,16;152;0
3573;3;40;06/12/2009;37131,35;185;0
3574;12;104;04/05/2010;11865,81;41;0
3575;19;11;02/04/2009;65191,2;184;0
3576;19;80;02/04/2008;59691,25;125;0
3577;8;31;29/10/2006;46195,53;113;0
3578;8;105;29/10/2005;4178,85;15;0
3578;8;10;29/10/2005;98514,24;176;0
3579;27;84;07/04/2010;40046,4;180;0
3580;9;91;24/03/2010;16741,6;34;0
3581;38;68;29/08/2005;49368,44;116;0
3582;38;61;29/08/2007;30846,96;108;0
3582;38;59;29/08/2007;28393,75;77;0
3583;38;38;29/08/2006;18364,32;81;0
3583;38;95;29/08/2006;66402,16;122;0
3584;8;92;24/05/2005;20331,3;122;0
3585;8;21;24/05/2007;20940,15;37;0
3585;8;70;24/05/2007;42075,36;72;0
3585;8;30;24/05/2007;44481,24;157;0
3586;8;40;24/05/2006;15856,09;79;0
3586;8;21;24/05/2006;22072,05;39;0
3587;8;4;24/05/2009;6523,66;26;0
3587;8;78;24/05/2009;49617,36;156;0
3588;32;11;14/02/2005;53145;150;0
3588;32;6;14/02/2005;25004,16;72;0
3588;32;57;14/02/2005;13754,1;57;0
3589;14;20;17/10/2005;20671,14;89;0
3590;1;91;14/01/2008;80261,2;163;0
3590;1;9;14/01/2008;46994,04;159;0
3591;15;51;03/04/2006;24892,5;50;0
3592;39;102;16/04/2009;18765,54;59;0
3593;15;1;12/02/2009;4619,16;28;0
3593;15;20;12/02/2009;44129,4;190;0
3593;15;84;12/02/2009;20468,16;92;0
3594;23;14;07/03/2010;36544,9;85;0
3594;23;89;07/03/2010;15452,15;119;0
3594;23;86;07/03/2010;80572,14;198;0
3595;15;51;03/04/2008;93097,95;187;0
3595;15;101;03/04/2008;18169,83;63;0
3596;33;63;19/08/2008;18690,02;94;0
3596;33;98;19/08/2008;24453,1;181;0
3596;33;88;19/08/2008;39115,05;169;0
3597;33;8;19/08/2005;84727,85;145;0
3597;33;102;19/08/2005;25444,8;80;0
3597;33;42;19/08/2005;104658,29;187;0
3598;33;76;19/08/2007;6634,76;22;0
3599;3;57;10/10/2005;23164,8;96;0
3599;3;45;10/10/2005;23761,92;48;0
3600;32;61;17/05/2006;42843;150;0
3600;32;83;17/05/2006;22903,1;47;0
3601;12;94;16/10/2008;108794,88;192;0
3602;21;71;27/03/2010;51895,94;163;0
3603;32;97;13/11/2008;7486,96;13;0
3603;32;19;13/11/2008;15308,58;123;0
3604;12;104;04/03/2010;37623,3;130;0
3605;9;33;05/04/2009;14640,9;37;0
3606;23;4;30/11/2005;48174,72;192;0
3607;23;47;12/06/2010;9200,75;65;0
3607;23;20;12/06/2010;40180,98;173;0
3608;23;63;30/11/2007;5964,9;30;0
3609;16;84;10/03/2005;9344,16;42;0
3610;23;66;30/11/2009;32140,8;162;0
3611;23;59;30/11/2008;59000;160;0
3611;23;11;30/11/2008;21966,6;62;0
3611;23;26;30/11/2008;52264,35;185;0
3612;34;83;17/06/2010;16080,9;33;0
3613;9;10;05/04/2006;68848,02;123;0
3613;9;34;05/04/2006;32345,6;95;0
3614;9;104;05/04/2007;45726,78;158;0
3615;9;89;05/04/2005;14673,05;113;0
3616;12;9;15/10/2006;43742,88;148;0
3617;21;89;24/07/2007;24022,25;185;0
3618;21;35;24/07/2006;101224,5;179;0
3618;21;64;24/07/2006;99254,5;170;0
3619;15;62;31/08/2009;99945,98;197;0
3620;15;4;31/08/2008;31112,84;124;0
3621;15;46;31/08/2007;29553,93;57;0
3622;5;66;14/01/2006;34720;175;0
3623;21;49;24/07/2009;37471,5;66;0
